Innsendt,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Prosjektets fra-år,Prosjektets til-år,Vedtaksdato,Populærvitenskapelig sammendrag
7/1/2019,304685,NORGESNETT AS,Helautomatisert inspeksjon av kraftlinjer,980234088,ukjent,FREDRIKSTAD,FREDRIKSTAD,JA,NEI,2019,2021,12/19/2019,"Et nytt helhetlig system som ved hjelp av kunstig intelligens på bakke og i luft vil effektivisere innsamling og
analyse av informasjon om strømnettet. Systemet vil øke nettselskapenes innsikt om tilstanden på den enkelte komponent i nettet og bidra til å avdekke feil og avvik tidligere slik at antallet utfall reduseres."
7/1/2019,304686,BEMOBI INTERNATIONAL AS,Bemobi Captive Platform,918716866,Oslo,OSLO,OSLO,JA,NEI,2019,2021,8/16/2019,Vi skal utvikle en «captive plattform» for markeder med forhåndsbetalt tilgang til mobilnett.
7/1/2019,304688,NORSYNC TECHNOLOGY AS,Universell databasesynkronisering - fase 2,965449426,ukjent,BÆRUM,FORNEBU,JA,NEI,2019,2020,8/5/2019,"NORSYNC Technology AS leverer ledende og patentert teknologi for datasynkronisering, og er ledende innen området. Vi har drevet utvikling av infrastruktur databaseteknologi og tjenester i tilknytning til dette, inkludert applikasjonsutvikling - og våre løsninger er patenterte i land som Kina, USA, Japan og andre relevante markeder.
Målet med prosjektet er å utvikle en universell løsning for all datasynkronisering, via vår SaaS plattform, mellom en sentral serverdatabase og enheter for datalagring på klientsiden, enten det er til mobile enheter, IoT-enheter, store servermaskiner eller hosting leverandører med en form for DBMS eller NoSQL lagring. Vi vil utvikle helt ny programvare for å støtte synkronisering mellom Microsoft SQL databaser, til OS og produktuavhengig synkronisering mellom kunders ulike databaseleverandører. Vår patenterte intelligente synkroniseringsteknologi vil gi økt effektivitet og redusere kostnader og tid knyttet til datasynkronisering ved å automatisere manuelle operasjoner."
7/2/2019,304690,Verform A/S,Utvikling av ny løsning for modellering av stål- og aluminiumstak for sluttkunder,931988220,Trøndelag,MERÅKER,MERÅKER,JA,NEI,2019,2020,8/26/2019,Målet med prosjektet er å utvikle en ny løsning for bestilling og utforming av tak.
7/2/2019,304692,KNOWIT DECISION OSLO AS,Plattform for gjenkjenning av savnede personer,986011080,Oslo,OSLO,OSLO,JA,NEI,2019,2021,8/5/2019,Prosjektet skal resultere i en digital plattform for gjenkjenning av savnede personer. Plattformen skal føre til at humanitære organisasjoner i langt større grad kan gjenforene adskilte familiemedlemmer.
7/2/2019,304693,OIL-COMM AS,Høstemodul for tare,917258767,ukjent,KVINNHERAD,SUNDE I SUNNHORDLAND,JA,NEI,2019,2020,8/22/2019,Oil-comm AS skal i dette prosjektet utvikle en høstemodul for kommersielt dyrket tare.
7/2/2019,304694,SEAONICS AS,System for prediksjon av vedlikeholdsbehov for offshore-utstyr,997012461,Møre og Romsdal,ÅLESUND,ÅLESUND,JA,NEI,2019,2021,8/16/2019,Dette prosjektet skal resultere i et system for prediksjon av levetid og vedlikeholdsbehov for offshore-utstyr.
7/2/2019,304695,SCANDINAVIA ONLINE AS,Utvikling av nye løsninger for personalisering av nyhetsinnhold ved bruk av programvaren Harvester,988875740,Oslo,OSLO,OSLO,JA,NEI,2019,2020,7/25/2019,I prosjektet skal vi utvikle nye bruksområder for vår egenutviklede programvare Harvester.
7/2/2019,304696,CATHWELL AS,Styring av ICCP/EAF/akseljording fra kontrollrom/land,985532508,ukjent,BAMBLE,LANGESUND,JA,NEI,2019,2019,8/16/2019,ICCP/EAF/akseljording: styring fra kontrollrom
7/2/2019,304835,NORWAY IN A BOX AS,Transparent forsyningskjede for eksport av norske råvarer,916371551,Rogaland,STAVANGER,STAVANGER,JA,NEI,2019,2020,9/16/2019,Det skal utvikles en ny metode for eksport av norske råvarer som garanterer for produktenes kvalitet og gir fullt innsyn i miljøavtrykket forbundet med logistikkprosessen.
7/2/2019,304837,BIOTEC BETAGLUCANS AS,Clinical evaluation of Woulgan Gel,996327191,ukjent,TROMSØ,TROMSØ,JA,NEI,2019,2019,7/4/2019,"The current project called ""Clinical evaluation of Woulgan Gel""  is designed to investigate the usefulness and safety of the novel soluble beta-glucan containing wound gel for treatment of hard-to-heal chronic wounds. The project aims to investigate how a bioactive gel is best used in reactivating the healing process in chronic wounds that often can take months or even years to fully heal with standard of care, and subsequently establish clinical guidelines for how such a treatment is to be given to be effective and safe to the patients."
7/2/2019,304838,SIMAS IKS,Sirkulær avfallsbedrift,974888076,ukjent,SOGNDAL,KAUPANGER,JA,NEI,2019,2021,7/4/2019,"SIMAS IKS vil i gjennom prosjektet ""Sirkulær avfallsbedrift"" utvikle nye produkt av avfall. Avfallsbransjen er i kraftig endring og utvikling. Nye krav til kjeldesortering, til dømes om sortering av matavfall og plast, både frå husholdning og liknande avfall frå næringslivet er fyrste steg mot ein sirkulær økonomi. Materialgjenvinninga i Norge har hatt negativ utvikling dei siste åra, og me ligg no langt unna EU-målsetninga om 50% materialgjenvinningsgrad innan 2020.  
Ressursknappheit på fleire materiala gjev moglegheit for ny forretningsutvikling og dette vil SIMAS ta del i.  Jordas samla ressursar må utnyttast på best mogleg måte gjennom langsiktig berekraft. Dette krev at me nyttar fornybar energikjelder og råvare, samt at me har effektive system som sørger for at det som i dag blir avfall blir råvare i framtida. 

For å vidareutvikle produkta og tenestene til SIMAS er det nødvendig å styrke utviklingskompetansen internt i verksemda, kartlegge marknadsdrivar innan ulike avfallstypar og finne ny teknologi for framtidig berekraft og verdiskaping. Målet er at SIMAS skal vera ein pådrivar i etablering av den sirkulære økonomien i regionen.   
 
SIMAS IKS ønskjer å legge til rette for større ombruk av avfallsressursane enn i dag."
7/2/2019,304840,RUBRIKK GROUP AS,Multiportal Automation 2022,982988276,Oslo,OSLO,OSLO,JA,NEI,2019,2021,7/25/2019,"Rubrikk skal gå fra å være et portal selskap som opererer en enkelt portal i hvert enkelt geografiske marked til å bli et plattform selskap som har teknologi og kunnskap som muliggjør kostnadseffektiv produksjon av et nærmest ubegrenset antall unike portaler i hvert enkelt geografiske marked uten behov for vesentlige investeringer. 

Det vil være mulig å produsere portaler som både eies av selskapet selv, og man ser samtidig for seg å muliggjøre at andre kan ta i bruk teknologien til å produsere egne unike portaler. Nye forretningsmodeller kan skapes i samarbeid med fremtidige partnere som tar plattformen i bruk både nasjonalt og internasjonalt. 

Det vil testes ut ulike metoder for skalerbar optimalisering av egne portaler med tanke på tilpasninger mot Google sine retningslinjer og algoritmer. Prosjektet vil avdekke om man er best tjent med å på sikt investere mer i egne portaler eller om partner modellen hvor vi kun leverer den underliggende plattformen, men ikke eier portalen, vil være mest bærekraftig.

Plattformen skal være basert på mikrotjeneste arkitektur som muliggjør at kostnadene ved å produsere flere portaler ikke skalerer lineært med antall portaler / brukere. De fleste underliggende mikrotjenester vil være designet for å kjøre på en optimal måte både med tanke på ytelse, men også med tanke på kostnad. 

Mikrotjenestene skal utvikles slik at de kan produktifiseres og tilgjengeliggjøres for eksterne parter, gitt at det finnes behov for dette i markedet, noe som muliggjør nye inntektsmodeller for selskapet på sikt."
7/3/2019,304844,CORUM AS,Reducing the gender protection gap.,913858689,Oslo,OSLO,OSLO,NEI,JA,2019,2021,8/16/2019,
7/3/2019,304845,AIWELL AS,Taksluk med fordrøyning,979511876,ukjent,TØNSBERG,VEAR,JA,NEI,2019,2021,8/5/2019,"Ny løsning for fordrøyning av vann på flate tak. Dette er et alternativ til dagens grønne og blå tak-løsninger hvor svakhetene er at de kun forsinker utslipp til overvannsledninger. I tillegg til at vinterstid fryser alt vann på tak til is, og man har full avrenning på våren. Aiwell`s løsning slipper ikke ut vann før regnværet er over og det igjen er kapasitet i ledningsnettet. I tillegg er takene alltid tømt før frost slik at man unngår problemer med frost."
7/3/2019,304846,OH BETONG AS,Spesialbetong,923110860,ukjent,BERGEN,INDRE ARNA,JA,NEI,2019,2019,8/16/2019,"OH Betong AS er en tradisjonsrik familiebedrift som har evnet å utvikle seg over en årrekke i takt med markedets krav og de muligheter og trusler som til enhver tid foreligger. Ved, gjennom dette prosjektet, å løse en grunnleggende utfordring knyttet til et sentralt forretningsmessig forhold, vil vi få et vesentlig forbedret konkurransegrunnlag."
7/3/2019,304848,BENTELER AUTOMOTIVE RAUFOSS AS,Økt konkuranseevne gjennom autonome systeme,994344552,ukjent,VESTRE TOTEN,RAUFOSS,JA,NEI,2019,2020,8/8/2019,"Økt konkurranseevne er i hovedsak bestemt av prisen på produktet med null defekt. Innovasjon kan gi fordel for en begrenset periode som blir i den raskt utviklede bilindustrien kortere og kortere. For å sikre at innovative produkter er bæredygtige over lengere tid enn breakeven point, krever det også innovasjon i produksjonsprosessoren med hensyn til
autonom kvalitetssikring og kontroll av informasjons- og materialflyter langs verdikjeden. Dette prosjektet er designet for å skape et solid fundament for å skape tailored innovative løsninger for bilindustri med eksepsjonell kvalitet og konkurransedyktige priser."
7/3/2019,304850,MNEMONIC AS,Skalerbar lagrings- og analyseplattform for Samples,982089549,Oslo,OSLO,OSLO,JA,NEI,2019,2020,8/16/2019,"Data som overføres mellom IT-systemer er i mange tilfeller ikke klart strukturert, de overføres gjerne fra nettsteder til nettleser som en binær fil, som så leses eller eksekveres på klienten, uten at klienten på forhånd vet hvilken fil det er snakk om. Dette er en klar sikkerhetstrussel, siden angripere lett kan lure klienter til å laste ned vilkårlige filer som kan  inneholde skadelig kode. Samtidig er dette så etablert praksis at man vanskelig kan stanse slik dataoverføring uten stor innvirkning på en bedrifts daglige tjenesteproduksjon.

Moderne sikkerhetsmonitorering vil derfor ofte prøve å fange opp filer som observeres i transitt, gjerne kalt ""Samples"", og analysere disse for å identifisere sikkerhetstrusler.
Dette prosjektet går ut på å etablere en skalerbar platform for mottak og analyse av Samples.

Samtidig har angripere svært mange frihetsgrader i hvordan en fil skal se ut, både med bruk av ulike filtyper/dokumenttyper (.EXE-filer, Word-filer, bilde-filer, macro-filer, etc), og ved valg av skadelig kode, der nye angrepsteknikker og måter å skjule seg på blir kjent daglig. Det er derfor en svært hurtig utvikling også innen teknikker for å analysere og identifisere skadelig kode, som kan bestå av bestemte sekvenser med ord eller bytes, eller mer usikre parametre som ""fuzzy hash""-parametre, typen innpakning eller opprinnelse.

Prosjektet skal derfor etablere en fleksibel analyseplatform som lar analytikere definere sine egne analyseflyter for ulike typer Samples, og raskt tilpasse disse når nye trusler blir kjent. Analyseresultatene skal tilgjengeliggjøres for effektive søk i store mengder Samples, og løsningen skal tillate å analysere tidligere samples retrospektivt dersom nye analysemetoder blir kjent som skal anvendes på allerede mottatte Samples."
7/3/2019,304852,AQUAPRO AS,Biorens,914827922,ukjent,STORD,STORD,JA,NEI,2019,2019,8/22/2019,Utvikling av løsning som skal gjøre miljøskadelig avfall om til miljøvennlig energi.
7/3/2019,304855,HAUGE AQUA SOLUTIONS AS,Utvikling og konseptverifikasjon av Egget E2000,916708300,ukjent,LINDÅS,HJELMÅS,JA,NEI,2019,2020,8/16/2019,"Hauge Aqua Solution utvikler Egget, en ny lukket produksjonsplattform for oppdrett
i sjø og ferskvann. Fordi Egget er en helt ny marin konstruksjon må en gjennomføre utvikling og testing som en trinnvis prosess, der en starter i en skala som er teknologisk forsvarlig. Hauge Aqua Solution utvikler derfor først et egg på 2.000 m3 som gir både konsept verifikasjon og som samtidig ikke er større enn at feilretting er mulig etter sjøsetting. Se www.haugeaqua.com"
7/3/2019,304856,FJORDLAND AS,Fjordland PU 2020-2022,936661386,Oslo,OSLO,OSLO,JA,NEI,2019,2021,8/22/2019,"Fjordland driver utvikling, markedsføring og salg av Fjordland middager, Fjordland grøter, Fjordland mellommåltider, KOS desserter, Yoplait yoghurt og margarinene Brelett og Bremykt.
Markedet krever kontinuerlig utvikling av nye konsepter og produkter. Prosjektet omfatter denne utviklingen."
7/3/2019,304858,FIELDBUS INTERNATIONAL AS,NB-IOT brukt i prosesskontrollapplikasjoner,966545208,Oslo,OSLO,OSLO,JA,NEI,2019,2020,7/25/2019,"NB-IOT er en raskt voksende standard for kommunikasjon over telenettet. Den er konstruert for IOT (Internet of Things). Prosjektet ser på bruken av denne teknologien for industrielle applikasjoner, med fokus på olje og gass."
7/4/2019,304861,PALANTIR AS,Intelligent system for managing and hosting maritime IT infrastructure,982526450,ukjent,STORD,STORD,NEI,JA,2019,2020,8/22/2019,
7/4/2019,304863,BORREGAARD AS,BioActive Compounds from Spruce SkatteFunn,895623032,ukjent,SARPSBORG,SARPSBORG,JA,NEI,2019,2021,8/26/2019,"Prosjektet BioAktive Stoffer fra Gran - BACS tar sikte på å utvikle prosesser
for utvinning av bioaktive stoffer fra prosessering av gran og anvendelser
for slike produkter i landbruk, dyrefôr, hygiene produkter, kosmetikk,
veterinærmedisin og pharma. Bærekraften av produktene vil være i fokus,
og livs syklus analyser (LCA) vil bli brukt som retningslinje under prosess- og
applikasjonsutvikling. 3 norske næringer, 5 norske FoU-grupper fra akademia
(med 2 post doc'er) og kontraktforskningsinstitutter, 5 utenlandske bedrifter
fra Europa og Nord-Amerika og 2 Europeiske universiteter, skal delta i
prosjektet over 3 år. De utenlandske selskapene dekker sine egne kostnader
og mottar ingen finansiering.
De fleste produktene har ikke vært kommersielt tilgjengelige til nå, og
de fleste applikasjonene til produktene er nye. I en slik setting er dette
et banebrytende prosjekt. Målsettingen er produkter rettet til høyverdige
spesialprodukter med lavt volum som brukes til å løse spesifikke utfordringer
i bransjer og applikasjoner der de brukes."
7/4/2019,304866,FIRDA SEAFOOD GROUP AS,Lukket system for håndtering av dødfisk og smittebærende sjøvann,975965279,ukjent,GULEN,BYRKNESØY,JA,NEI,2019,2021,9/16/2019,Vi skal utvikle et lukket system for håndtering av dødfisk og smittebærende sjøvann som medfører en betydelig effektivisering av arbeidet på tvers i konsernet.
7/4/2019,304867,CEWATECH NORGE AS,Cewatech,821816122,ukjent,DRAMMEN,DRAMMEN,JA,NEI,2019,2020,8/29/2019,Prosjektet skal utvikle en metode for fremstilling av proteiner til bruk i fiskefôr.
7/4/2019,304868,FIRDA SJØFARMER AS,Kjønnsmodning hos regnbueørret,936678432,ukjent,GULEN,BYRKNESØY,JA,NEI,2019,2021,8/22/2019,"I dette prosjektet skal vi dels utvikle, dels kartlegge tilgjengelige tiltak, for å håndtere tidlig kjønnsmodning i oppdrett av regnbueørrett. Denne kunnskapen skal vi benytte til å konkludere på hvilke tiltak vi skal benytte i fortsettelsen for å begrense kostnadene knyttet til denne problematikken."
7/4/2019,304869,OPERA SOFTWARE AS,InstaClips,916368127,Oslo,OSLO,OSLO,JA,NEI,2019,2019,8/5/2019,Classified
7/4/2019,304870,JES INTERIØRSØM AS,Spesialsengeteppe,959118469,ukjent,BERGEN,YTRE ARNA,JA,NEI,2019,2019,8/16/2019,"Utvikling av unikt sengeteppe til bruk i institusjoner, cruise- og passasjerskip mm."
7/4/2019,304871,MILLUM AS,Ny leverandørplattform for horeca-bransjen,985163286,ukjent,BÆRUM,FORNEBU,JA,NEI,2019,2020,8/16/2019,Millum skal utvikle en ny plattform for leverandører til horeca-bransjen med unik og etterspurt funksjonalitet.
7/4/2019,304872,FIRDA SJØFARMER AS,Generasjonsnøter,936678432,ukjent,GULEN,BYRKNESØY,NEI,JA,2019,2021,8/22/2019,
7/4/2019,304873,KYMA AS,"Datainnsamling, analyse, overvåking og rapportering av ytelser på skip.",974416549,ukjent,BERGEN,ULSET,JA,NEI,2019,2020,8/16/2019,"Prosjektet skal resulterer i et produkt for høy-frekvent datainnsamling, prosessering, lagring, analyse og prediksjon av ytelsesovervåking av skip, herunder også bruk av algoritmer for maskinlæring og kunstig intelligens."
7/4/2019,304876,LILLESETH KJETTING AS,Utvikling av tynnere og mer robuste kjettinger tilpasset norske forhold,861043002,ukjent,SØR-ODAL,SKARNES,JA,NEI,2019,2020,8/16/2019,Målet med prosjektet er å utvikle to nye typer hjulkjetting.
