Innsendt dato,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Vedtaksdato,Prosjektets fra-år,Prosjektets til-år,Bransje,Populærvitenskapelig sammendrag
4/30/2020,313360,3D-RADAR AS,Utvikling av Georadar for kartlegging av geologi og infrastruktur på større dyp,983796893,Trøndelag - Trööndelage,Trondheim,TRONDHEIM,JA,NEI,6/2/2020,2020,2021,Transport og samferdsel,"Georadar(GPR- Ground Penetrating Radar) er et system for avbildning av undergrunnen ved hjelp av elektromagnetiske bølger. 3D-Radar er i dag en leverandør av GPR systemer for 3D multi-spektral avbildning av undergrunnen, og har en markedsledende teknologi for høyoppløselig avbildning i hastigheter opp til 150Km/t. Dagens teknologi er optimalisert for avbildning ned til maks 2 til 3 meter dybde, men p.g.a. økende urbanisering og befolknings fortetning over hele verden er det nå et økende marked for kartlegging av eksisterende infrastruktur som ligger på dybder ned mot 5 meter.

Økende urbanisering og fortetning medfører store byggeprosjekter i områder med eksisterende dyp infrastruktur slik som hovedvannledninger og gassdistribusjons nettverk, som ofte ligger dypere enn to meter. Det foregår også veldig store infrastruktur prosjekter i byer over hele verden for å gjøre infrastrukturen mer tilpasset kollektivtrafikken, som igjen fører til stor etterspørsel etter teknologi og tjenester for kartlegging av dypere infrastruktur 

3D-Radar søker gjennom dette Skattefunn prosjektet å utvikle ett nytt GPR system for avbildning ned til 5 meter, ved å investere i forskning og utvikling på mer effektive antenner, mer følsom elektronikk immun mot ekstern radio støy, og AI basert signalbehandling for å kunne detektere og gjenskape svake RADAR signaturer fra dypere geologi og infrastruktur."
4/30/2020,313361,BIOMAR A.S.,Adamant,937843860,Nordland,Øksnes,MYRE,JA,NEI,6/3/2020,2020,2022,Marin/sjømat,"Several bacterial diseases continue to cause mortalities and lowered welfare in aquaculture. In the recent years, the types of raw materials used in diets for aquaculture have expanded greatly, most of these have been terrestrial. To be able to have a robust fish, we need to be sure about the safe limits of certain components in these new materials. In this project we will test different diet compositions with regards to effects on robustness agianst disease in trout and sea bass."
4/30/2020,313363,MORK RENSEFISK AS,Kunstig befruktning hos beggylt (Labrus bergylta),923325077,Møre og Romsdal,Averøy,AVERØY,JA,NEI,5/29/2020,2020,2021,Fiskeri og havbruk,"Lakselus er en av de største kostnads- driverne i norsk fiskeoppdrett, og lusa er en barriere for fortsatt produksjonsvekst. Berggylt spiser lakselus. Berggylt benyttes til bekjemping av lakselus ved at den settes i merdene sammen med laksen/ørreten.

Berggylt er porsjonsgyter, det vil si at den i naturen gyter gjentatte ganger i løpet av sesongen, og den gyter i vill tilstand om våren. Berggylt skifter også kjønn.

Oppdrett av berggylt befinner seg fortsatt i tidlig fase og har stort forbedringspotensial. I dette prosjektet utvikles metode for styrt befruktning og klekking av berggylt. Dette gjøres ved å bruke hormoner for å styre kjønnsmodningen kombinert med bruk av fenotype, biopsi og ultralyd for å fastsette kjønn og kjønnsmodning. Temperatur under inkubering av befruktet rogn benyttes for å styre klekketidspunkt

I oppdrett i dag gyter fisken naturlig i kar hvor det typisk er ca. 10 hunnfisk og 2 hanfisk, og de befruktede eggene samles opp for videre inkubering og klekking. Ved å utvikle metode for stryking av fisken kan produksjonen bedre styres og oppskaleres.

Sentrale fortrinn vi søker å oppnå er:

- Stryking og befruktning av større volumer av rogn på samme tid gir stordriftsfordeler i produksjonen
- Kunstig befruktning forebygger sykdom ettersom eggene enklere kan desinfiseres.
- Styrt befruktning og klekking øker leveringsdyktigheten over året. 
- Hold av stamfisk og kunstig befruktning legger grunnlag for oppstart av avlsprogram

Ved økt oppdrett av berggylt kan man redusere bruken av mekaniske verktøy i bekjemping av lakselus. Dette bidrar til økt fiskevelferd hos laksen/ørreten og redusert beskatning av ville bestander av berggylt."
4/30/2020,313365,BIOMAR A.S.,Smoltfixfor,937843860,Nordland,Øksnes,MYRE,NEI,JA,6/4/2020,2020,2021,Marin/sjømat,Hovedmålet med prosjektet er å forbedre og utvikle nye fôr som kan indusere smoltifisering hos Atlantisk laks. Produksjonsformer som RAS og produksjon av storsmolt har økt behovet for slike fôr. Videre ønsker vi å kunne regulere den perioden smolten er i smoltvinduet. Ulike smoltindikatorer vil bli undersøkt i forhold til ulike  smoltproduksjons-metoder.
4/30/2020,313366,SANNSYN AS,TellusR 2.0,911727552,Oslo,Oslo,OSLO,JA,NEI,6/5/2020,2020,2020,Varehandel,"TellusR tilfører helt ny funksjonalitet til en av verdens mest brukte og anerkjente interne søkemotorer, Solr. TellusR passer for både nettbutikker, nyhetsnettsider og alle andre nettsider der det interne søket er viktig.

For å få tilgang til TellusR, må du kjøpe tilgang via TellusR.com. Når du har betalt, får du tilgang til en nedlastbar modul som som er svært enkel å implementere. Når modulen er implementert, kan du umiddelbart starte å forbedre søket på den aktuelle nettsiden, slik at søkeresultatene bli bedre og mer relevante.

Med TellusR vil du få tilgang til et avansert dashboard der du får presentert unik og viktig statistikk vedrørende hvordan et søket ditt yter:

- Antall nulltreff og hvilke ord som gir nulltreff 
- Antall søk og mest populære søk 
- Ytelse og feilsituasjoner
- Størrelse på treffliste 
- Ord/begreper som trender
- Konverteringsrate på søk

Du vil også kunne teste ut forskjellige søkekonfigurasjoner i sanntid med en AB-tester.

Ved hjelp av avansert språkteknologi sørger TellusR også for at Solr forstår intensjonen bak et søk, og ikke bare leter etter direkte treff. Vi har også en modul som personaliseres søkene, slik at historikk på søkerne - som f.eks. kjøp, klikk og tidligere søk - blir utslagsgivende i trefflisten. For å styrke søket lager vi også en teknologi for sentimentsanalyse - slik at man f.eks. kan søke på positivt eller negativt ladede tekster.

Vi begynner arbeidet med å flytte TellusR og i en nettsky slik at vi kan tilby tjenesten som en skyløsning.

TellusR er utviklet av selskapet Sannsyn, som er et av Nordens ledende selskaper innen data science, big data og kunstig intelligens."
4/30/2020,313367,FJORD PROCESSING AS,Beredsskapsslakting - Ny og mer lønnsom anvendelse,922609977,Vestland,Øygarden,SKOGSVÅG,JA,NEI,5/29/2020,2020,2021,Fiskeri og havbruk,"Den overordnede idéen for prosjektet er å løse ny utfordring for norsk oppdrettsnæring som er økt volum av beredskapsfisk.  Hovedmålet er å utvikle nye prosesser og metoder for å klassifisering, håndtering av stort volum av beredskapsfisk til et kvalitets sluttprodukt og ikke fisk til destruksjon eller ensilasje - Mottak, klassifisering, håndtering, foredling, pakking, logistikk.  Beredskaps fisk er et felles begrep for fisk i lakseoppdrett som tas ut av ekstraordinære årsaker og som normalt ikke har samme kvalitet som annet fisk som er planlagt slaktet.  Beredskapsfisk er fisk som er svekket eller dør under uforutsatte forhold.  Dette kan være under mekanisk lusebehandling, algeangrep, sykdomsutbrudd, rømming.  Fisken er vanskelig å klassifisere kvalitativt før en den foredles.  Variabler på farge, flekker, sår, fasthet, skader, kjønnsmodning, sår, misdannelser eller «grove behandlingsfeil, blødninger og form.  Kvaliteten varierer voldsomt noe som skaper store utfordring til mottak, klassifisering, håndtering, foredling mm.  Ny anvendelse av en råvare som kan klassifiseres som en utfordring eller problem i dag.  Den enkleste og minst økonomisk gunstige anvendelsen er ensilasje eller destruksjon.  Den anvendelsen er ikke bærekraftig eller økonomisk interessant for oppdretter.  Hvis råvaren kan klassifieres fortest mulig ved ankomst for ulike anvendelsesmuligheter, kvaliteten sikres og minimum beholdes og eventuelt forbedres vil det føre til mer bærekraftig utnyttelse av et stort volum til bedre betalende produkter.  Søkerbedriften vil oppnå et konkurransefortrinn ved at de kan utvikle og produsere godt betalende nye produkter av en ressurs som har lav verdi i dag."
4/30/2020,313368,OPPTRENINGSSENTERET I FINNMARK AS,Nytt behandlingstilbud for pasienter med balanse- og svimmelhetsproblematikk (vestibulære lidelser).,980684997,Troms og Finnmark - Romsa ja Finnmárku,Alta,ALTA,NEI,JA,5/8/2020,2020,2022,Helsenæringen,"I 2015 startet Opptreningssenteret i Finnmark (OiF) med et forprosjekt for å utvikle et nytt tilbud for personer med vestibulære sykdommer. Vestibulære sykdommer omhandler en rekke diagnoser og svimmelhetsplager, og skyldes sykdommer i det indre øret, balansenerven eller dens forbindelser til hjernen. Initiativet kom fra tidligere eier og legespesialist for institusjonen, som har spisset seg mot utredning og diagnostisering av pasientgruppen med vestibulære lidelser. Utrednings-, behandlings- og rehabiliteringstilbudet for denne pasientgruppen er underdimensjonert og dårlig tilpasset pasientenes behov, og har i liten grad vært etterspurt i helseregionenes anskaffelser. Det er derfor behov for å utvikle og øke tjenestene til denne pasientgruppen. Tilsvarende kritikk har også kommet fra Nasjonal kompetansetjeneste for vestibulære sykdommer (NKVS). Fagmiljøet i Norge er forholdsvis lite og det er behov for økt kunnskap og oppmerksomhet innen dette fagfeltet.

OiF har utviklet et oppholdsbasert utrednings,- behandlings- og rehabiliteringstilbud for personer med vestibulære sykdommer, tilgjengelig for alle med denne problemstillingen. I samarbeid med NKVS skal dette bli et nasjonalt utvidet tilbud med forlenget opphold ved bruk av digitale løsninger, som skal ivareta pasientgruppens behov for langvarig spesialisert oppfølging for sine plager. Prosjektet vil også evaluere effekt av tilbudet som utvikles ved bruk av standardiserte tester og skjema. Den nye kunnskapen vil ha stor betydning for den enkelte, og bidra til å redusere de samfunnsøkonomiske kostnadene ved langvarig svimmelhetsproblematikk. Det er viktig at myndigheter, leger, øvrig helsepersonell og pasienter får kjennskap til behandlingsmuligheter for pasientgruppen. OiF skal være en foregangsbedrift og aktiv bidragsyter for å utvikle fagfeltet. Kurs, veiledning, publisering og andre kompetansehevingstiltak i spesialist- og kommunehelsetjenesten er aktive bidrag som OiF vil fortsette å bistå med i dette arbeidet"
4/30/2020,313370,SALT LOFOTEN AS,Konseptutvikling for etablering av nytt forretningsområde - Fremtidretta kystsamfunn,995605406,Nordland,Vågan,SVOLVÆR,NEI,JA,6/10/2020,2020,2022,Annet,"Kystsamfunnene er viktig for Norge. Med verdens nest lengste kystlinje er det selvsagt at en stor andel av den norske befolkningen bor og skaper verdier nær kysten. Levende kystsamfunn har derfor stor betydning for verdiskapingen i Norge. Men mange av disse samfunnene står over stor utfordringer i fremtiden, utfordringer som kan få direkte betydning for samfunnsutviklingen i landet som helhet. 

For å kunne tilby kystsamfunn i utvikling gode verktøy for fremtidsrettet endring ønsker SALT å etablere en database med kunnskap om hva som skal til for å lykkes som samfunn i dag. Utvikling i et samfunn måles vanligvis i endring i folketall. Vekst i folketall regnes som en indikator for et vellykket samfunn, mens nedgang i folketall er en indikator på det motsatte. Dette er nok delvis riktig. Samtidig er ikke folketall mer enn et symptom på en positiv eller negativ endring. Vi er interessert i å kunne måle de underliggende faktorene som påvirker et steds utvikling. Hvilke innsatsområder bør en kommune fokusere på for å sikre en fremtidsrettet utvikling? 

Databasen skal gi grunnlag for nye produkter og tjenester som kan bidra til en fremtidsrettet utvikling av Norges viktige kystsamfunn."
4/30/2020,313371,BKK STRØM AS,Optimalisering av strømforbruk for bedriftsmarkedet,922675163,Vestland,Bergen,BERGEN,NEI,JA,5/14/2020,2020,2021,Bygg/anlegg,"Vi vil utvikle det første heldigitale strømselskapet som hjelper bedriftene å bruke mindre strøm - uten at de selv trenger å foreta seg noe. Enkelt, transparent og rimelig!"
4/30/2020,313372,MARITECH SYSTEMS AS,Automatisert og optimalisert allokering av fersk fisk,997929217,Møre og Romsdal,Averøy,AVERØY,JA,NEI,6/15/2020,2020,2021,Fiskeri og havbruk,"The purpose of the project is to provide decision support for automated and optimized planning for traders in aquaculture.  

The aquaculture industry is a large and important industry for Norway. In 2018, almost 8?000 people were employed in companies producing salmon and trout, and the total production was 1?300?000 tons. More than 1?200?000 tons of salmon, worth 67.8 billions NOK, was exported. 

Decision support systems, to facilitate sustainable and effective logistic solutions, are important strategic tools for maintaining and further developing the competitiveness of the Norwegian fishery and aquaculture industry. There is a need both to get a better overview of the logistical challenges currently facing the Norwegian fishery and aquaculture industry, and to find better solutions for some of the logistic functions in the supply chains, which are currently based on manual planning and suboptimal solutions. Digitalization and optimization of all types of logistic processes  can be developed as a competitive advantage for Norwegian companies. 

Traders of farmed fish buy fish from many suppliers and sell to many customers, and organise transport of the fish from suppliers to customers. Typically, fish of a given size and quality is allocated to customers before the actual supply is known, and a re-allocation must be performed once the actual supply is known.  The allocation considers factors like raw material size, certifications, customer priority, customer flexibility, contract obligations, prices, and logistics. Today, both matching of supply and demand and selection of transportation alternatives are done manually, which takes a lot of time and leads to suboptimal solutions. 

The development of models and solutions for this planning problem will require close cooperation between the industry, software developers and researchers in the field of operations research."
4/30/2020,313373,ACADEMIC WORK NORWAY AS,Academic Work Platform,990574693,Oslo,Oslo,OSLO,JA,NEI,5/26/2020,2020,2023,IKT-næringen,Utvikling av digital plattform for AW sine kjerneprosesser.
